doi,analyte,des_system_key,full_score,pairwise_aggregate_score,hybrid_score,rank_hybrid,is_optimal
10.1016/j.microc.2025.113881,DDT,Choline chloride || p-chlorophenol || 01:02,0.9666591304662311,0.0,0.6766613913263617,1.0,True
10.1016/j.microc.2025.113881,Dieldrin,Choline chloride || p-chlorophenol || 01:02,0.9972123170247805,0.0,0.6980486219173463,1.0,True
10.1016/j.microc.2025.113881,Endosulfan,Choline chloride || p-chlorophenol || 01:02,0.9587727990860888,0.0,0.6711409593602621,1.0,True
10.1016/j.seppur.2024.128637,Atrazine,Choline chloride || Methacrylic acid || 01:02,0.954952558688318,0.3649917551525849,0.777964317627598,3.0,True
10.1016/j.seppur.2024.128637,Atrazine,Choline chloride || Methacrylic acid || 01:01,0.9284200300787887,0.9556861647295228,0.9365998704740088,1.0,False
10.1016/j.seppur.2024.128637,Atrazine,Choline chloride || Methacrylic acid || 01:01.5,0.9491576273666941,0.6256826191708528,0.8521151249079416,2.0,False
10.1016/j.seppur.2024.128637,Atrazine,Choline chloride || Methacrylic acid || 01:03,0.9521854005609138,0.053639460947039495,0.6826216186767515,4.0,False
10.1016/j.talanta.2023.124831,Parathion,Choline chloride || Propylene glycol || 01:03,0.5065306075513265,0.7855585284208104,0.5902389838121717,7.0,True
10.1016/j.talanta.2023.124831,Parathion,Choline chloride || Ethylene glycol || 01:03,0.33670376529563895,0.886284831049536,0.501578085021808,11.0,False
10.1016/j.talanta.2023.124831,Parathion,Choline chloride || Butylene glycol || 01:03,0.6030023396245775,0.7247205950338677,0.6395178162473645,3.0,False
10.1016/j.talanta.2023.124831,Parathion,Choline chloride || Propylene glycol || 01:01,0.37034429805988606,0.933851321539789,0.5393964051038569,9.0,False
10.1016/j.talanta.2023.124831,Parathion,Choline chloride || Propylene glycol || 01:02,0.511350343932285,0.8502389064282652,0.6130169126810789,4.0,False
10.1016/j.talanta.2023.124831,Parathion,Choline chloride || Propylene glycol || 01:04,0.4508351712773551,0.7254778026287909,0.5332279606827858,10.0,False
10.1016/j.talanta.2023.124831,Parathion,Choline chloride || Propylene glycol || 01:05,0.3738650597692085,0.6717113897371416,0.4632189587595884,14.0,False
10.1016/j.talanta.2023.124831,Parathion,Choline chloride || Propylene glycol || 01:06,0.2919563112289696,0.6299059328551656,0.3933411977168284,16.0,False
10.1016/j.talanta.2023.124831,Parathion,Choline chloride || Propylene glycol || 02:01,0.19291170484593564,0.9922475128863457,0.43271244725805863,15.0,False
