repeat_id,all_Hit@1,all_Hit@3,all_MRR,ge2_Hit@1,ge2_Hit@3,ge2_MRR,ge3_Hit@1,ge3_Hit@3,ge3_MRR
29,0.9411764705882353,0.9747899159663865,0.9605842336934775,0.125,0.625,0.41369047619047616,0.0,0.5,0.30158730158730157
30,0.957983193277311,0.9747899159663865,0.9686974789915966,0.375,0.625,0.5343749999999999,0.3333333333333333,0.5,0.46249999999999997
31,0.9411764705882353,0.9747899159663865,0.9598972922502333,0.125,0.625,0.4034722222222222,0.0,0.5,0.2879629629629629
32,0.9411764705882353,0.9831932773109243,0.9608776844070961,0.125,0.75,0.4180555555555555,0.0,0.6666666666666666,0.3074074074074074
33,0.9411764705882353,0.9663865546218487,0.9568160597572362,0.125,0.5,0.35763888888888884,0.0,0.3333333333333333,0.22685185185185186
34,0.9327731092436975,0.9663865546218487,0.9563825530212084,0.0,0.5,0.35119047619047616,0.0,0.3333333333333333,0.30158730158730157
35,0.9411764705882353,0.9831932773109243,0.9626850740296119,0.125,0.75,0.44494047619047616,0.0,0.6666666666666666,0.3432539682539682
36,0.9663865546218487,0.9747899159663865,0.9760504201680673,0.5,0.625,0.64375,0.3333333333333333,0.5,0.525
37,0.957983193277311,0.9831932773109243,0.9717086834733893,0.375,0.75,0.5791666666666666,0.3333333333333333,0.6666666666666666,0.5222222222222223
38,0.9663865546218487,1.0,0.9789915966386553,0.5,1.0,0.6875,0.3333333333333333,1.0,0.5833333333333334
39,0.9495798319327731,0.9747899159663865,0.9630293293788103,0.25,0.625,0.4500612745098039,0.0,0.5,0.2667483660130719
40,0.957983193277311,0.9747899159663865,0.968860877684407,0.375,0.625,0.5368055555555555,0.3333333333333333,0.5,0.4657407407407408
41,0.9327731092436975,0.9831932773109243,0.9570828331332533,0.0,0.75,0.3616071428571428,0.0,0.6666666666666666,0.31547619047619047
42,0.9495798319327731,0.9831932773109243,0.9685207416299854,0.25,0.75,0.5317460317460317,0.3333333333333333,0.6666666666666666,0.5423280423280423
43,0.957983193277311,0.9747899159663865,0.9700280112044818,0.375,0.625,0.5541666666666667,0.3333333333333333,0.5,0.48888888888888893
44,0.9747899159663865,0.9831932773109243,0.9827731092436975,0.625,0.75,0.74375,0.5,0.6666666666666666,0.6583333333333333
45,0.9747899159663865,0.9915966386554622,0.9841269841269842,0.625,0.875,0.7638888888888888,0.6666666666666666,0.8333333333333334,0.7685185185185185
46,0.957983193277311,0.9747899159663865,0.9703181272509004,0.375,0.625,0.5584821428571428,0.16666666666666666,0.5,0.41130952380952385
47,0.9495798319327731,0.9747899159663865,0.9643657462985193,0.25,0.625,0.4699404761904762,0.16666666666666666,0.5,0.3765873015873016
48,0.9495798319327731,0.9831932773109243,0.9659663865546217,0.25,0.75,0.49375,0.0,0.6666666666666666,0.32499999999999996
49,0.957983193277311,0.9747899159663865,0.9697212218220621,0.375,0.625,0.5496031746031746,0.16666666666666666,0.5,0.3994708994708995
50,0.957983193277311,0.9831932773109243,0.9728391356542617,0.375,0.75,0.5959821428571428,0.16666666666666666,0.6666666666666666,0.4613095238095238
51,0.9495798319327731,0.9915966386554622,0.9712885154061626,0.25,0.875,0.5729166666666666,0.0,0.8333333333333334,0.4305555555555555
52,0.9495798319327731,0.9747899159663865,0.9638796695148648,0.25,0.625,0.46271008403361347,0.16666666666666666,0.5,0.36694677871148457
53,0.957983193277311,0.9831932773109243,0.9713218620781645,0.375,0.75,0.5734126984126984,0.3333333333333333,0.6666666666666666,0.5145502645502645
54,0.9411764705882353,0.9747899159663865,0.9614145658263306,0.125,0.625,0.42604166666666665,0.0,0.5,0.31805555555555554
55,0.9411764705882353,0.9747899159663865,0.9603641456582633,0.125,0.625,0.41041666666666665,0.16666666666666666,0.5,0.3805555555555556
56,0.9663865546218487,0.9747899159663865,0.9742997198879552,0.5,0.625,0.6177083333333333,0.5,0.5,0.5736111111111112
57,0.9495798319327731,0.9663865546218487,0.9621848739495799,0.25,0.5,0.43749999999999994,0.0,0.3333333333333333,0.25
58,0.9411764705882353,0.9747899159663865,0.9611094437775111,0.125,0.625,0.42150297619047616,0.16666666666666666,0.5,0.39533730158730157
59,0.9495798319327731,0.9747899159663865,0.9661764705882352,0.25,0.625,0.496875,0.0,0.5,0.32916666666666666
60,0.9327731092436975,0.9747899159663865,0.9575630252100841,0.0,0.625,0.36875,0.0,0.5,0.325
61,0.9411764705882353,0.9831932773109243,0.9621848739495799,0.125,0.75,0.43749999999999994,0.0,0.6666666666666666,0.3333333333333333
62,0.9495798319327731,0.9663865546218487,0.9647859143657463,0.25,0.5,0.47619047619047616,0.16666666666666666,0.3333333333333333,0.3849206349206349
63,0.9411764705882353,0.9831932773109243,0.961484593837535,0.125,0.75,0.4270833333333333,0.0,0.6666666666666666,0.3194444444444444
