repeat_id,all_Hit@1,all_Hit@3,all_MRR,ge2_Hit@1,ge2_Hit@3,ge2_MRR,ge3_Hit@1,ge3_Hit@3,ge3_MRR
199,0.9495798319327731,0.9747899159663865,0.9661864745898359,0.25,0.625,0.4970238095238095,0.3333333333333333,0.5,0.496031746031746
200,0.957983193277311,0.9747899159663865,0.9679605175403494,0.375,0.625,0.5234126984126983,0.3333333333333333,0.5,0.44788359788359783
201,0.957983193277311,0.9915966386554622,0.9736694677871148,0.375,0.875,0.6083333333333334,0.3333333333333333,0.8333333333333334,0.5611111111111112
202,0.957983193277311,0.9663865546218487,0.9679371748699479,0.375,0.5,0.5230654761904762,0.3333333333333333,0.3333333333333333,0.4474206349206349
203,0.9495798319327731,0.9747899159663865,0.9670868347338936,0.25,0.625,0.5104166666666666,0.16666666666666666,0.5,0.4305555555555555
204,0.9663865546218487,0.9831932773109243,0.9769957983193277,0.5,0.75,0.6578125,0.5,0.6666666666666666,0.6270833333333333
205,0.957983193277311,0.9747899159663865,0.9689875950380152,0.375,0.625,0.5386904761904762,0.3333333333333333,0.5,0.46825396825396814
206,0.9495798319327731,0.9663865546218487,0.9612845138055222,0.25,0.5,0.4241071428571428,0.0,0.3333333333333333,0.23214285714285712
207,0.9495798319327731,0.9831932773109243,0.9687675070028011,0.25,0.75,0.5354166666666667,0.3333333333333333,0.6666666666666666,0.5472222222222222
208,0.9495798319327731,0.9747899159663865,0.9644257703081233,0.25,0.625,0.47083333333333327,0.16666666666666666,0.5,0.37777777777777777
209,0.9663865546218487,0.9915966386554622,0.9803921568627451,0.5,0.875,0.7083333333333333,0.5,0.8333333333333334,0.6944444444444443
210,0.9411764705882353,0.9747899159663865,0.9614145658263306,0.125,0.625,0.42604166666666665,0.16666666666666666,0.5,0.40138888888888896
211,0.9663865546218487,0.9663865546218487,0.97140522875817,0.5,0.5,0.5746527777777778,0.3333333333333333,0.3333333333333333,0.4328703703703704
212,0.9495798319327731,0.9747899159663865,0.9654861944777912,0.25,0.625,0.48660714285714285,0.16666666666666666,0.5,0.3988095238095238
213,0.9495798319327731,0.9831932773109243,0.9668003565062389,0.25,0.75,0.506155303030303,0.3333333333333333,0.6666666666666666,0.5082070707070707
214,0.9663865546218487,0.9831932773109243,0.9760904361744698,0.5,0.75,0.6443452380952381,0.5,0.6666666666666666,0.6091269841269842
215,0.957983193277311,0.9747899159663865,0.9692210217420301,0.375,0.625,0.5421626984126984,0.3333333333333333,0.5,0.4728835978835979
216,0.9411764705882353,0.9663865546218487,0.9564158996932105,0.125,0.5,0.3516865079365079,0.0,0.3333333333333333,0.21891534391534387
217,0.9495798319327731,0.9831932773109243,0.9661285566858322,0.25,0.75,0.4961622807017544,0.3333333333333333,0.6666666666666666,0.49488304093567254
218,0.9663865546218487,0.9831932773109243,0.9768368886015946,0.5,0.75,0.655448717948718,0.5,0.6666666666666666,0.6239316239316239
219,0.957983193277311,1.0,0.9747899159663865,0.375,1.0,0.625,0.5,1.0,0.6666666666666666
220,0.957983193277311,0.9831932773109243,0.9733893557422969,0.375,0.75,0.6041666666666666,0.16666666666666666,0.6666666666666666,0.47222222222222215
221,0.9495798319327731,0.9747899159663865,0.9649159663865546,0.25,0.625,0.47812499999999997,0.16666666666666666,0.5,0.3875
222,0.9495798319327731,0.9831932773109243,0.9667366946778712,0.25,0.75,0.5052083333333333,0.16666666666666666,0.6666666666666666,0.4236111111111111
223,0.957983193277311,0.9747899159663865,0.969421101774043,0.375,0.625,0.5451388888888888,0.3333333333333333,0.5,0.47685185185185186
224,0.9411764705882353,0.9747899159663865,0.9621310062486533,0.125,0.625,0.43669871794871795,0.16666666666666666,0.5,0.4155982905982906
225,0.9663865546218487,0.9747899159663865,0.9736227824463118,0.5,0.625,0.6076388888888888,0.3333333333333333,0.5,0.4768518518518518
226,0.9327731092436975,0.9747899159663865,0.9546451914098972,0.0,0.625,0.32534722222222223,0.0,0.5,0.2671296296296296
227,0.957983193277311,0.9831932773109243,0.9735294117647059,0.375,0.75,0.60625,0.3333333333333333,0.6666666666666666,0.5583333333333333
228,0.9411764705882353,0.9663865546218487,0.9585667600373483,0.125,0.5,0.3836805555555556,0.16666666666666666,0.3333333333333333,0.3449074074074074
229,0.9495798319327731,0.9747899159663865,0.9649859943977591,0.25,0.625,0.47916666666666663,0.16666666666666666,0.5,0.38888888888888884
230,0.9663865546218487,0.9747899159663865,0.975140056022409,0.5,0.625,0.6302083333333333,0.5,0.5,0.5902777777777778
231,0.957983193277311,0.9831932773109243,0.9708550086701346,0.375,0.75,0.566468253968254,0.3333333333333333,0.6666666666666666,0.5052910052910052
232,0.9495798319327731,0.9831932773109243,0.9680672268907562,0.25,0.75,0.525,0.0,0.6666666666666666,0.3666666666666667
233,0.9495798319327731,0.9747899159663865,0.9645191409897291,0.25,0.625,0.4722222222222222,0.0,0.5,0.2962962962962963
234,0.9495798319327731,0.9747899159663865,0.9654261704681871,0.25,0.625,0.4857142857142857,0.16666666666666666,0.5,0.3976190476190476
235,0.9663865546218487,0.9747899159663865,0.9749399759903962,0.5,0.625,0.6272321428571428,0.5,0.5,0.5863095238095238
236,0.9495798319327731,0.9663865546218487,0.9635654261704681,0.25,0.5,0.45803571428571427,0.16666666666666666,0.3333333333333333,0.3607142857142857
237,0.9411764705882353,0.9831932773109243,0.9608764558454961,0.125,0.75,0.41803728070175433,0.0,0.6666666666666666,0.3073830409356725
238,0.9411764705882353,0.9747899159663865,0.9590436174469786,0.125,0.625,0.39077380952380947,0.0,0.5,0.271031746031746
239,0.9495798319327731,0.9663865546218487,0.9638655462184875,0.25,0.5,0.4625,0.0,0.3333333333333333,0.2833333333333333
240,0.9495798319327731,0.9915966386554622,0.9712885154061625,0.25,0.875,0.5729166666666666,0.3333333333333333,0.8333333333333334,0.5972222222222222
241,0.9495798319327731,0.9747899159663865,0.9663265306122448,0.25,0.625,0.49910714285714286,0.16666666666666666,0.5,0.4154761904761905
242,0.9663865546218487,0.9915966386554622,0.9810924369747899,0.5,0.875,0.71875,0.3333333333333333,0.8333333333333334,0.625
243,0.9327731092436975,0.9831932773109243,0.9556722689075628,0.0,0.75,0.34062499999999996,0.0,0.6666666666666666,0.2875
244,0.9411764705882353,0.9747899159663865,0.9630252100840335,0.125,0.625,0.45,0.0,0.5,0.35000000000000003
245,0.957983193277311,0.9663865546218487,0.9676470588235294,0.375,0.5,0.51875,0.16666666666666666,0.3333333333333333,0.35833333333333334
246,0.9495798319327731,0.9831932773109243,0.9677871148459383,0.25,0.75,0.5208333333333333,0.16666666666666666,0.6666666666666666,0.4444444444444444
247,0.9495798319327731,0.9747899159663865,0.9622182206215819,0.25,0.625,0.43799603174603174,0.16666666666666666,0.5,0.3339947089947089
248,0.957983193277311,0.9747899159663865,0.9690009337068161,0.375,0.625,0.5388888888888889,0.16666666666666666,0.5,0.38518518518518513
249,0.9663865546218487,0.9831932773109243,0.9753537778747863,0.5,0.75,0.6333874458874459,0.3333333333333333,0.6666666666666666,0.5111832611832612
250,0.9495798319327731,0.9831932773109243,0.9664665866346538,0.25,0.75,0.5011904761904762,0.0,0.6666666666666666,0.3349206349206349
251,0.9411764705882353,0.9663865546218487,0.9570128051220488,0.125,0.5,0.3605654761904762,0.0,0.3333333333333333,0.2307539682539682
252,0.957983193277311,1.0,0.9775910364145659,0.375,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6388888888888888
253,0.957983193277311,0.9747899159663865,0.9695478191276511,0.375,0.625,0.5470238095238096,0.5,0.5,0.5626984126984127
254,0.957983193277311,0.9663865546218487,0.9674703214619181,0.375,0.5,0.5161210317460317,0.16666666666666666,0.3333333333333333,0.3548280423280423
255,0.9495798319327731,0.9831932773109243,0.9660364145658263,0.25,0.75,0.49479166666666663,0.16666666666666666,0.6666666666666666,0.40972222222222215
256,0.9747899159663865,0.9915966386554622,0.982439129497953,0.625,0.875,0.7387820512820513,0.6666666666666666,0.8333333333333334,0.7350427350427351
257,0.9495798319327731,0.9747899159663865,0.9640856342537015,0.25,0.625,0.46577380952380953,0.3333333333333333,0.5,0.45436507936507936
258,0.9663865546218487,0.9831932773109243,0.974876104287869,0.5,0.75,0.6262820512820513,0.3333333333333333,0.6666666666666666,0.5017094017094017
259,0.957983193277311,0.9831932773109243,0.9708683473389356,0.375,0.75,0.5666666666666667,0.3333333333333333,0.6666666666666666,0.5055555555555555
260,0.957983193277311,0.9663865546218487,0.9674703214619181,0.375,0.5,0.5161210317460317,0.16666666666666666,0.3333333333333333,0.3548280423280423
261,0.9411764705882353,0.9747899159663865,0.9579131652661063,0.125,0.625,0.3739583333333333,0.0,0.5,0.24861111111111112
262,0.9495798319327731,0.9663865546218487,0.9633253301320527,0.25,0.5,0.4544642857142857,0.16666666666666666,0.3333333333333333,0.35595238095238096
263,0.957983193277311,0.9747899159663865,0.9712885154061625,0.375,0.625,0.5729166666666666,0.16666666666666666,0.5,0.4305555555555555
264,0.957983193277311,0.9831932773109243,0.973189275710284,0.375,0.75,0.6011904761904762,0.3333333333333333,0.6666666666666666,0.5515873015873015
265,0.9495798319327731,0.9663865546218487,0.965266106442577,0.25,0.5,0.48333333333333334,0.16666666666666666,0.3333333333333333,0.39444444444444443
266,0.9411764705882353,0.9831932773109243,0.9611344537815125,0.125,0.75,0.42187499999999994,0.0,0.6666666666666666,0.31249999999999994
267,0.9411764705882353,0.9831932773109243,0.9625350140056022,0.125,0.75,0.44270833333333326,0.16666666666666666,0.6666666666666666,0.4236111111111111
268,0.9495798319327731,0.9831932773109243,0.9687675070028012,0.25,0.75,0.5354166666666667,0.16666666666666666,0.6666666666666666,0.46388888888888896
269,0.957983193277311,0.9663865546218487,0.9696878751500599,0.375,0.5,0.5491071428571428,0.16666666666666666,0.3333333333333333,0.3988095238095238
270,0.9663865546218487,0.9915966386554622,0.978641456582633,0.5,0.875,0.6822916666666666,0.3333333333333333,0.8333333333333334,0.5763888888888888
271,0.9495798319327731,0.9831932773109243,0.9689296771340115,0.25,0.75,0.537828947368421,0.3333333333333333,0.6666666666666666,0.5504385964912281
272,0.9495798319327731,0.9747899159663865,0.9666666666666667,0.25,0.625,0.5041666666666667,0.16666666666666666,0.5,0.4222222222222222
273,0.957983193277311,0.9915966386554622,0.972829131652661,0.375,0.875,0.5958333333333333,0.3333333333333333,0.8333333333333334,0.5444444444444444
274,0.9495798319327731,0.9663865546218487,0.9640856342537015,0.25,0.5,0.46577380952380953,0.16666666666666666,0.3333333333333333,0.371031746031746
275,0.9747899159663865,0.9831932773109243,0.9824929971988796,0.625,0.75,0.7395833333333334,0.6666666666666666,0.6666666666666666,0.736111111111111
276,0.9495798319327731,0.9831932773109243,0.9663865546218486,0.25,0.75,0.49999999999999994,0.16666666666666666,0.6666666666666666,0.4166666666666667
277,0.957983193277311,0.9747899159663865,0.9712885154061625,0.375,0.625,0.5729166666666666,0.3333333333333333,0.5,0.5138888888888888
278,0.9495798319327731,0.9747899159663865,0.9658963585434174,0.25,0.625,0.4927083333333333,0.16666666666666666,0.5,0.4069444444444444
279,0.957983193277311,0.9831932773109243,0.9717553688141923,0.375,0.75,0.5798611111111112,0.3333333333333333,0.6666666666666666,0.5231481481481481
280,0.957983193277311,0.9831932773109243,0.9729891956782712,0.375,0.75,0.5982142857142857,0.3333333333333333,0.6666666666666666,0.5476190476190476
281,0.9495798319327731,0.9747899159663865,0.9650526877417633,0.25,0.625,0.4801587301587302,0.16666666666666666,0.5,0.3902116402116402
282,0.957983193277311,0.9747899159663865,0.9698179271708685,0.375,0.625,0.5510416666666667,0.16666666666666666,0.5,0.40138888888888896
283,0.9495798319327731,0.9831932773109243,0.9666199813258636,0.25,0.75,0.5034722222222222,0.16666666666666666,0.6666666666666666,0.4212962962962963
284,0.9495798319327731,0.9747899159663865,0.9660364145658263,0.25,0.625,0.49479166666666663,0.3333333333333333,0.5,0.4930555555555555
285,0.9663865546218487,0.9915966386554622,0.9770308123249299,0.5,0.875,0.6583333333333333,0.3333333333333333,0.8333333333333334,0.5444444444444445
286,0.957983193277311,0.9747899159663865,0.9714285714285714,0.375,0.625,0.575,0.5,0.5,0.6
287,0.9495798319327731,0.9915966386554622,0.9689875950380151,0.25,0.875,0.5386904761904762,0.16666666666666666,0.8333333333333334,0.4682539682539682
288,0.9663865546218487,0.9747899159663865,0.9744397759103641,0.5,0.625,0.6197916666666666,0.3333333333333333,0.5,0.4930555555555555
289,0.9411764705882353,0.9663865546218487,0.9588001867413632,0.125,0.5,0.3871527777777778,0.16666666666666666,0.3333333333333333,0.34953703703703703
290,0.9411764705882353,0.9663865546218487,0.9600140056022409,0.125,0.5,0.40520833333333334,0.16666666666666666,0.3333333333333333,0.3736111111111111
291,0.9495798319327731,0.9747899159663865,0.966736694677871,0.25,0.625,0.5052083333333333,0.16666666666666666,0.5,0.4236111111111111
292,0.9495798319327731,0.9747899159663865,0.965966386554622,0.25,0.625,0.49375,0.16666666666666666,0.5,0.4083333333333334
293,0.9411764705882353,0.9831932773109243,0.9631652661064425,0.125,0.75,0.4520833333333333,0.0,0.6666666666666666,0.3527777777777778
294,0.9327731092436975,0.957983193277311,0.9533946912098172,0.0,0.375,0.30674603174603177,0.0,0.16666666666666666,0.2423280423280423
295,0.957983193277311,0.9663865546218487,0.9677170868347339,0.375,0.5,0.5197916666666667,0.16666666666666666,0.3333333333333333,0.3597222222222222
296,0.9495798319327731,0.9831932773109243,0.9666666666666668,0.25,0.75,0.5041666666666667,0.16666666666666666,0.6666666666666666,0.4222222222222222
297,0.9411764705882353,0.9747899159663865,0.9630252100840335,0.125,0.625,0.45,0.0,0.5,0.35000000000000003
298,0.9411764705882353,0.9831932773109243,0.9649859943977591,0.125,0.75,0.47916666666666663,0.16666666666666666,0.6666666666666666,0.47222222222222227
299,0.9747899159663865,0.9831932773109243,0.98109243697479,0.625,0.75,0.71875,0.5,0.6666666666666666,0.6249999999999999
300,0.9495798319327731,0.9747899159663865,0.9665366146458583,0.25,0.625,0.5022321428571428,0.16666666666666666,0.5,0.41964285714285715
301,0.9411764705882353,0.9747899159663865,0.960647895521845,0.125,0.625,0.41463744588744583,0.0,0.5,0.3028499278499278
302,0.9411764705882353,0.9831932773109243,0.9629185007336267,0.125,0.75,0.4484126984126984,0.16666666666666666,0.6666666666666666,0.4312169312169312
303,0.9495798319327731,0.9831932773109243,0.9680672268907563,0.25,0.75,0.5249999999999999,0.16666666666666666,0.6666666666666666,0.45
304,0.9495798319327731,0.9747899159663865,0.9645658263305322,0.25,0.625,0.47291666666666665,0.16666666666666666,0.5,0.3805555555555556
305,0.957983193277311,0.9747899159663865,0.9687074829931973,0.375,0.625,0.5345238095238095,0.3333333333333333,0.5,0.46269841269841266
306,0.957983193277311,0.9915966386554622,0.973189275710284,0.375,0.875,0.6011904761904762,0.3333333333333333,0.8333333333333334,0.5515873015873015
307,0.957983193277311,0.9747899159663865,0.97093837535014,0.375,0.625,0.5677083333333334,0.16666666666666666,0.5,0.4236111111111111
308,0.9495798319327731,0.9747899159663865,0.9659663865546219,0.25,0.625,0.49375,0.3333333333333333,0.5,0.4916666666666667
309,0.9411764705882353,0.9915966386554622,0.9647859143657463,0.125,0.875,0.47619047619047616,0.0,0.8333333333333334,0.3849206349206349
310,0.9495798319327731,0.9831932773109243,0.9670868347338936,0.25,0.75,0.5104166666666666,0.16666666666666666,0.6666666666666666,0.4305555555555555
311,0.9327731092436975,0.9663865546218487,0.9528711484593837,0.0,0.5,0.2989583333333333,0.0,0.3333333333333333,0.23194444444444443
312,0.9663865546218487,0.9915966386554622,0.9796918767507004,0.5,0.875,0.6979166666666666,0.5,0.8333333333333334,0.6805555555555557
313,0.9495798319327731,0.9831932773109243,0.9666199813258636,0.25,0.75,0.5034722222222222,0.16666666666666666,0.6666666666666666,0.4212962962962963
314,0.957983193277311,0.9915966386554622,0.973883671115505,0.375,0.875,0.6115196078431373,0.3333333333333333,0.8333333333333334,0.565359477124183
315,0.9495798319327731,0.9747899159663865,0.9675870348139255,0.25,0.625,0.5178571428571428,0.3333333333333333,0.5,0.5238095238095238
316,0.9327731092436975,0.9831932773109243,0.9579831932773109,0.0,0.75,0.375,0.0,0.6666666666666666,0.3333333333333333
317,0.957983193277311,0.9747899159663865,0.9698220464656451,0.375,0.625,0.5511029411764706,0.3333333333333333,0.5,0.48480392156862745
318,0.957983193277311,0.9831932773109243,0.9733893557422969,0.375,0.75,0.6041666666666666,0.3333333333333333,0.6666666666666666,0.5555555555555555
319,0.9663865546218487,0.9747899159663865,0.9739665563194976,0.5,0.625,0.6127525252525252,0.3333333333333333,0.5,0.4836700336700337
320,0.9327731092436975,0.9747899159663865,0.958016539949313,0.0,0.625,0.37549603174603174,0.0,0.5,0.333994708994709
321,0.9495798319327731,0.9747899159663865,0.963795518207283,0.25,0.625,0.4614583333333333,0.0,0.5,0.28194444444444444
322,0.957983193277311,0.9747899159663865,0.9689875950380151,0.375,0.625,0.5386904761904762,0.16666666666666666,0.5,0.3849206349206349
323,0.9663865546218487,0.9831932773109243,0.9764005602240896,0.5,0.75,0.6489583333333333,0.6666666666666666,0.6666666666666666,0.6986111111111111
324,0.9663865546218487,0.9915966386554622,0.9803921568627452,0.5,0.875,0.7083333333333334,0.5,0.8333333333333334,0.6944444444444443
325,0.9495798319327731,0.9831932773109243,0.9682873149259704,0.25,0.75,0.5282738095238095,0.16666666666666666,0.6666666666666666,0.4543650793650793
326,0.9495798319327731,0.9747899159663865,0.9665666266506603,0.25,0.625,0.5026785714285714,0.16666666666666666,0.5,0.42023809523809524
327,0.9495798319327731,0.9747899159663865,0.9628851540616246,0.25,0.625,0.44791666666666663,0.0,0.5,0.2638888888888889
328,0.9495798319327731,0.957983193277311,0.9598739495798319,0.25,0.375,0.40312499999999996,0.0,0.16666666666666666,0.2041666666666667
329,0.9495798319327731,0.9747899159663865,0.9642857142857144,0.25,0.625,0.46875,0.16666666666666666,0.5,0.37499999999999994
330,0.9411764705882353,0.9831932773109243,0.9635854341736695,0.125,0.75,0.4583333333333333,0.16666666666666666,0.6666666666666666,0.4444444444444444
331,0.9663865546218487,0.9747899159663865,0.974189675870348,0.5,0.625,0.6160714285714286,0.3333333333333333,0.5,0.4880952380952381
332,0.957983193277311,0.9663865546218487,0.9682773109243697,0.375,0.5,0.528125,0.3333333333333333,0.3333333333333333,0.45416666666666666
333,0.9411764705882353,0.9747899159663865,0.958063225290116,0.125,0.625,0.3761904761904762,0.0,0.5,0.2515873015873016
334,0.9495798319327731,0.9831932773109243,0.9681372549019608,0.25,0.75,0.5260416666666666,0.3333333333333333,0.6666666666666666,0.5347222222222222
335,0.957983193277311,0.9747899159663865,0.9690009337068161,0.375,0.625,0.5388888888888889,0.16666666666666666,0.5,0.38518518518518524
336,0.9747899159663865,0.9747899159663865,0.9782446311858076,0.625,0.625,0.6763888888888889,0.5,0.5,0.5685185185185185
337,0.9663865546218487,0.9831932773109243,0.9776546982429336,0.5,0.75,0.6676136363636364,0.3333333333333333,0.6666666666666666,0.5568181818181818
338,0.9495798319327731,0.9663865546218487,0.9639105642256902,0.25,0.5,0.46316964285714285,0.16666666666666666,0.3333333333333333,0.3675595238095238
339,0.9495798319327731,0.9747899159663865,0.9653361344537815,0.25,0.625,0.48437499999999994,0.3333333333333333,0.5,0.4791666666666666
340,0.9495798319327731,0.9663865546218487,0.9626750700280112,0.25,0.5,0.44479166666666664,0.0,0.3333333333333333,0.25972222222222224
341,0.9327731092436975,0.9747899159663865,0.9561794414735592,0.0,0.625,0.34816919191919193,0.0,0.5,0.2975589225589225
342,0.9495798319327731,0.9747899159663865,0.9632753101240495,0.25,0.625,0.4537202380952381,0.3333333333333333,0.5,0.4382936507936508
343,0.9411764705882353,0.9831932773109243,0.9631652661064425,0.125,0.75,0.4520833333333333,0.16666666666666666,0.6666666666666666,0.4361111111111111
344,0.9495798319327731,0.9747899159663865,0.9626750700280111,0.25,0.625,0.44479166666666664,0.16666666666666666,0.5,0.3430555555555555
345,0.957983193277311,0.9747899159663865,0.9698179271708685,0.375,0.625,0.5510416666666667,0.5,0.5,0.5680555555555556
346,0.957983193277311,0.9747899159663865,0.9685615422639645,0.375,0.625,0.5323529411764706,0.3333333333333333,0.5,0.45980392156862737
347,0.9411764705882353,0.9747899159663865,0.9612978524743231,0.125,0.625,0.4243055555555555,0.0,0.5,0.3157407407407407
348,0.9663865546218487,0.9831932773109243,0.9775371687136394,0.5,0.75,0.6658653846153846,0.5,0.6666666666666666,0.6378205128205129
349,0.9663865546218487,0.9747899159663865,0.9746534977627415,0.5,0.625,0.6229707792207793,0.3333333333333333,0.5,0.4972943722943723
350,0.957983193277311,0.9747899159663865,0.97093837535014,0.375,0.625,0.5677083333333333,0.3333333333333333,0.5,0.5069444444444444
351,0.957983193277311,0.9747899159663865,0.9689875950380153,0.375,0.625,0.5386904761904762,0.16666666666666666,0.5,0.3849206349206349
352,0.9495798319327731,0.9663865546218487,0.9626271561256081,0.25,0.5,0.444078947368421,0.0,0.3333333333333333,0.2587719298245614
353,0.9327731092436975,0.9663865546218487,0.9539215686274509,0.0,0.5,0.3145833333333333,0.0,0.3333333333333333,0.25277777777777777
354,0.9663865546218487,0.9663865546218487,0.973889555822329,0.5,0.5,0.6116071428571428,0.3333333333333333,0.3333333333333333,0.48214285714285715
355,0.9411764705882353,0.9831932773109243,0.9639355742296918,0.125,0.75,0.46354166666666663,0.16666666666666666,0.6666666666666666,0.45138888888888884
356,0.957983193277311,0.9831932773109243,0.9721288515406161,0.375,0.75,0.5854166666666667,0.3333333333333333,0.6666666666666666,0.5305555555555556
357,0.9663865546218487,0.9747899159663865,0.974719887955182,0.5,0.625,0.6239583333333334,0.5,0.5,0.5819444444444445
358,0.9495798319327731,0.9831932773109243,0.9655498563061587,0.25,0.75,0.4875541125541125,0.16666666666666666,0.6666666666666666,0.4000721500721501
359,0.9411764705882353,0.9747899159663865,0.9574929971988795,0.125,0.625,0.3677083333333333,0.16666666666666666,0.5,0.3236111111111111
360,0.9495798319327731,0.9831932773109243,0.9683473389355742,0.25,0.75,0.5291666666666666,0.16666666666666666,0.6666666666666666,0.45555555555555555
361,0.9411764705882353,1.0,0.9705882352941176,0.125,1.0,0.5625,0.16666666666666666,1.0,0.5833333333333334
362,0.957983193277311,0.9663865546218487,0.9676470588235293,0.375,0.5,0.51875,0.16666666666666666,0.3333333333333333,0.3583333333333334
363,0.957983193277311,0.9747899159663865,0.9726890756302521,0.375,0.625,0.59375,0.3333333333333333,0.5,0.5416666666666666
364,0.957983193277311,0.9663865546218487,0.9668328870009542,0.375,0.5,0.5066391941391941,0.16666666666666666,0.3333333333333333,0.34218559218559214
365,0.9411764705882353,0.9663865546218487,0.9598839535814326,0.125,0.5,0.40327380952380953,0.16666666666666666,0.3333333333333333,0.37103174603174605
366,0.957983193277311,0.9747899159663865,0.9686624649859944,0.375,0.625,0.5338541666666666,0.16666666666666666,0.5,0.37847222222222227
367,0.957983193277311,0.9831932773109243,0.9726290516206482,0.375,0.75,0.5928571428571429,0.3333333333333333,0.6666666666666666,0.5404761904761904
368,0.9495798319327731,0.9831932773109243,0.9705882352941176,0.25,0.75,0.5625,0.16666666666666666,0.6666666666666666,0.5
369,0.9495798319327731,0.9831932773109243,0.9672268907563025,0.25,0.75,0.5125,0.16666666666666666,0.6666666666666666,0.43333333333333335
370,0.9495798319327731,0.9747899159663865,0.9638930081836656,0.25,0.625,0.46290849673202616,0.0,0.5,0.2838779956427015
371,0.9747899159663865,0.9915966386554622,0.9829931972789115,0.625,0.875,0.7470238095238095,0.5,0.8333333333333334,0.6626984126984127
372,0.9411764705882353,0.9747899159663865,0.9608643457382953,0.125,0.625,0.41785714285714287,0.16666666666666666,0.5,0.3904761904761904
373,0.957983193277311,0.9831932773109243,0.9714285714285714,0.375,0.75,0.575,0.16666666666666666,0.6666666666666666,0.4333333333333333
374,0.9495798319327731,0.9663865546218487,0.965126050420168,0.25,0.5,0.48125,0.16666666666666666,0.3333333333333333,0.39166666666666666
375,0.9411764705882353,0.9747899159663865,0.9581232492997199,0.125,0.625,0.3770833333333333,0.0,0.5,0.25277777777777777
376,0.9411764705882353,0.9831932773109243,0.9625450180072029,0.125,0.75,0.44285714285714284,0.16666666666666666,0.6666666666666666,0.4238095238095238
377,0.9495798319327731,0.9747899159663865,0.9645819866408102,0.25,0.625,0.4731570512820512,0.3333333333333333,0.5,0.46420940170940167
378,0.9747899159663865,0.9831932773109243,0.9803221288515406,0.625,0.75,0.7072916666666667,0.5,0.6666666666666666,0.6097222222222223
379,0.9495798319327731,0.9747899159663865,0.9656862745098038,0.25,0.625,0.4895833333333333,0.16666666666666666,0.5,0.40277777777777773
380,0.9495798319327731,0.9831932773109243,0.9681372549019608,0.25,0.75,0.5260416666666666,0.3333333333333333,0.6666666666666666,0.5347222222222222
381,0.957983193277311,0.9747899159663865,0.9693977591036415,0.375,0.625,0.5447916666666667,0.16666666666666666,0.5,0.39305555555555555
382,0.9411764705882353,0.9663865546218487,0.9586234493797517,0.125,0.5,0.3845238095238095,0.0,0.3333333333333333,0.2626984126984127
383,0.9663865546218487,0.9663865546218487,0.9733193277310924,0.5,0.5,0.603125,0.3333333333333333,0.3333333333333333,0.4708333333333334
384,0.9663865546218487,0.9663865546218487,0.9729225023342671,0.5,0.5,0.5972222222222222,0.3333333333333333,0.3333333333333333,0.46296296296296297
385,0.9663865546218487,0.9831932773109243,0.9776546982429336,0.5,0.75,0.6676136363636364,0.3333333333333333,0.6666666666666666,0.5568181818181818
386,0.9327731092436975,0.9831932773109243,0.9565126050420169,0.0,0.75,0.35312499999999997,0.0,0.6666666666666666,0.30416666666666664
387,0.9411764705882353,0.9831932773109243,0.9627450980392157,0.125,0.75,0.4458333333333333,0.0,0.6666666666666666,0.3444444444444444
388,0.957983193277311,0.9747899159663865,0.9704481792717087,0.375,0.625,0.5604166666666667,0.3333333333333333,0.5,0.4972222222222223
389,0.9411764705882353,0.9831932773109243,0.9642857142857144,0.125,0.75,0.46875,0.16666666666666666,0.6666666666666666,0.45833333333333326
390,0.9495798319327731,0.9747899159663865,0.9610510871015072,0.25,0.625,0.4206349206349206,0.0,0.5,0.22751322751322753
391,0.9495798319327731,0.9747899159663865,0.9639292080468551,0.25,0.625,0.4634469696969697,0.0,0.5,0.28459595959595957
392,0.9495798319327731,0.957983193277311,0.9604341736694677,0.25,0.375,0.4114583333333333,0.16666666666666666,0.16666666666666666,0.2986111111111111
393,0.9411764705882353,0.9663865546218487,0.9597338935574229,0.125,0.5,0.40104166666666663,0.0,0.3333333333333333,0.2847222222222222
394,0.957983193277311,0.9831932773109243,0.9713218620781645,0.375,0.75,0.5734126984126984,0.16666666666666666,0.6666666666666666,0.43121693121693117
395,0.9663865546218487,0.9831932773109243,0.9776546982429336,0.5,0.75,0.6676136363636364,0.5,0.6666666666666666,0.6401515151515151
396,0.9663865546218487,0.9831932773109243,0.9770408163265306,0.5,0.75,0.6584821428571428,0.3333333333333333,0.6666666666666666,0.5446428571428571
397,0.9411764705882353,0.9663865546218487,0.9596972122182207,0.125,0.5,0.40049603174603177,0.16666666666666666,0.3333333333333333,0.36732804232804234
398,0.9663865546218487,0.9747899159663865,0.9735294117647059,0.5,0.625,0.60625,0.3333333333333333,0.5,0.4750000000000001
399,0.9663865546218487,0.9915966386554622,0.9782913165266106,0.5,0.875,0.6770833333333333,0.5,0.8333333333333334,0.6527777777777778
400,0.9327731092436975,0.9747899159663865,0.9544279250161605,0.0,0.625,0.3221153846153846,0.0,0.5,0.26282051282051283
401,0.9495798319327731,0.9747899159663865,0.9642318465847877,0.25,0.625,0.4679487179487179,0.16666666666666666,0.5,0.37393162393162394
402,0.957983193277311,0.9747899159663865,0.9701680672268908,0.375,0.625,0.5562499999999999,0.16666666666666666,0.5,0.40833333333333327
